driver_name,trip_id,pickup_zone,amount
Julia,T02349,Manhattan,64.09
Ivan,T02350,Brooklyn,23.42
Ivan,T02351,Brooklyn,30.56
Hana,T02352,Brooklyn,9.4
Julia,T02353,Brooklyn,62.5
George,T02354,Staten Island,73.04
Julia,T02355,Queens,33.11
Julia,T02356,Staten Island,17.55
Ivan,T02357,Bronx,9.35
Carlos,T02358,Staten Island,63.55
Diana,T02359,Manhattan,44.11
Bob,T02360,Brooklyn,61.7
Julia,T02361,Bronx,37.32
Carlos,T02362,Queens,71.94
George,T02363,Staten Island,50.59
George,T02364,Manhattan,72.6
Ivan,T02365,Bronx,69.1
Bob,T02366,Staten Island,54.29
Julia,T02367,Staten Island,12.99
Ivan,T02368,Brooklyn,48.3
Diana,T02369,Brooklyn,53.0
Ethan,T02370,Brooklyn,11.63
Julia,T02371,Queens,40.35
Diana,T02372,Brooklyn,15.64
George,T02373,Bronx,14.1
Fatima,T02374,Queens,21.33
Ivan,T02375,Bronx,16.29
Alice,T02376,Brooklyn,29.1
George,T02377,Queens,27.41
Ethan,T02378,Brooklyn,50.91
Diana,T02379,Bronx,64.26
George,T02380,Staten Island,28.69
Alice,T02381,Staten Island,18.1
George,T02382,Bronx,26.48
Ivan,T02383,Manhattan,56.11
Ivan,T02384,Queens,55.21
Fatima,T02385,Queens,16.81
Ethan,T02386,Manhattan,21.98
Hana,T02387,Queens,8.87
Diana,T02388,Queens,11.89
Carlos,T02389,Manhattan,64.06
Julia,T02390,Bronx,57.75
Alice,T02391,Staten Island,73.2
Ethan,T02392,Brooklyn,23.92
Ethan,T02393,Staten Island,38.67
George,T02394,Queens,41.06
Ethan,T02395,Staten Island,36.96
Bob,T02396,Staten Island,10.66
Ethan,T02397,Queens,72.3
Ivan,T02398,Bronx,34.13
Carlos,T02399,Brooklyn,48.56
Alice,T02400,Brooklyn,74.94
Alice,T02401,Brooklyn,16.0
Ethan,T02402,Queens,52.53
George,T02403,Staten Island,52.88
Julia,T02404,Brooklyn,11.31
Diana,T02405,Staten Island,47.04
Alice,T02406,Bronx,14.76
Hana,T02407,Bronx,53.96
Fatima,T02408,Queens,20.44
Carlos,T02409,Bronx,73.3
Alice,T02410,Bronx,33.51
Alice,T02411,Brooklyn,61.31
Alice,T02412,Bronx,43.26
Julia,T02413,Queens,32.89
Julia,T02414,Staten Island,58.64
Ethan,T02415,Staten Island,42.27
Ethan,T02416,Bronx,36.0
Fatima,T02417,Staten Island,25.01
Fatima,T02418,Staten Island,32.18
Carlos,T02419,Staten Island,13.84
Julia,T02420,Manhattan,10.98
Fatima,T02421,Queens,14.45
Ivan,T02422,Queens,33.12
Diana,T02423,Queens,44.45
Bob,T02424,Bronx,62.28
Carlos,T02425,Manhattan,10.11
Fatima,T02426,Staten Island,68.36
Bob,T02427,Bronx,14.7
Ethan,T02428,Manhattan,31.72
Ivan,T02429,Brooklyn,19.95
Ethan,T02430,Manhattan,64.67
Ivan,T02431,Brooklyn,15.36
Diana,T02432,Staten Island,66.32
Bob,T02433,Queens,30.02
Julia,T02434,Queens,18.91
Carlos,T02435,Brooklyn,25.29
Alice,T02436,Manhattan,19.27
Julia,T02437,Queens,54.04
Alice,T02438,Queens,17.23
Hana,T02439,Bronx,11.94
Hana,T02440,Brooklyn,57.02
Ivan,T02441,Brooklyn,48.34
Alice,T02442,Manhattan,46.03
Bob,T02443,Bronx,37.57
Ivan,T02444,Queens,19.1
George,T02445,Brooklyn,49.24
Diana,T02446,Bronx,72.26
Alice,T02447,Manhattan,54.67
Alice,T02448,Bronx,74.79
Ethan,T02449,Queens,64.6
Bob,T02450,Queens,73.23
Ivan,T02451,Bronx,8.59
George,T02452,Manhattan,31.13
Ivan,T02453,Queens,45.81
Ethan,T02454,Manhattan,32.55
Fatima,T02455,Bronx,37.49
Diana,T02456,Brooklyn,35.09
Ivan,T02457,Queens,74.9
Hana,T02458,Staten Island,28.95
Diana,T02459,Manhattan,27.91
Hana,T02460,Queens,65.11
Julia,T02461,Brooklyn,11.4
Fatima,T02462,Manhattan,63.6
Bob,T02463,Bronx,32.51
Carlos,T02464,Queens,61.51
Fatima,T02465,Brooklyn,20.54
Alice,T02466,Staten Island,64.7
Carlos,T02467,Manhattan,43.62
Fatima,T02468,Bronx,44.9
Ethan,T02469,Staten Island,35.79
Diana,T02470,Bronx,27.31
Hana,T02471,Manhattan,8.53
George,T02472,Queens,27.1
Ethan,T02473,Queens,21.98
Fatima,T02474,Bronx,25.81
Fatima,T02475,Staten Island,37.48
Julia,T02476,Bronx,34.64
Diana,T02477,Staten Island,60.07
Ivan,T02478,Bronx,50.38
George,T02479,Staten Island,73.53
Hana,T02480,Staten Island,10.29
Ethan,T02481,Queens,59.51
Hana,T02482,Brooklyn,35.16
George,T02483,Queens,13.74
Carlos,T02484,Manhattan,53.42
Ethan,T02485,Staten Island,14.91
Alice,T02486,Manhattan,37.46
Alice,T02487,Bronx,65.49
Bob,T02488,Manhattan,35.84
George,T02489,Queens,34.22
George,T02490,Brooklyn,53.73
Julia,T02491,Manhattan,22.97
Julia,T02492,Queens,45.08
George,T02493,Bronx,26.24
Ethan,T02494,Manhattan,43.91
Ethan,T02495,Manhattan,57.93
Hana,T02496,Brooklyn,42.36
Carlos,T02497,Staten Island,51.19
Diana,T02498,Queens,31.44
Julia,T02499,Queens,74.46
Alice,T02500,Queens,70.4
Alice,T02501,Manhattan,71.45
George,T02502,Queens,52.71
Bob,T02503,Staten Island,8.2
Diana,T02504,Manhattan,51.76
George,T02505,Bronx,70.97
Julia,T02506,Staten Island,10.55
Alice,T02507,Staten Island,72.45
Ethan,T02508,Manhattan,47.81
Alice,T02509,Queens,68.82
Bob,T02510,Queens,62.6
Alice,T02511,Brooklyn,17.53
Bob,T02512,Bronx,61.04
Hana,T02513,Queens,62.13
Carlos,T02514,Bronx,18.99
Ivan,T02515,Brooklyn,18.75
Ivan,T02516,Brooklyn,63.88
Hana,T02517,Staten Island,33.8
Diana,T02518,Staten Island,45.51
Diana,T02519,Bronx,63.66
Hana,T02520,Manhattan,73.1
Ethan,T02521,Queens,54.52
Ivan,T02522,Bronx,8.72
Carlos,T02523,Queens,15.24
Fatima,T02524,Queens,70.4
Ethan,T02525,Manhattan,18.62
George,T02526,Queens,27.43
Bob,T02527,Bronx,71.23
Diana,T02528,Bronx,53.41
Diana,T02529,Staten Island,28.87
Ethan,T02530,Bronx,67.96
Hana,T02531,Bronx,41.51
Julia,T02532,Manhattan,63.2
Carlos,T02533,Brooklyn,18.87
Hana,T02534,Queens,63.51
Carlos,T02535,Bronx,36.12
Bob,T02536,Bronx,23.28
Alice,T02537,Queens,64.94
George,T02538,Queens,49.28
Bob,T02539,Staten Island,51.43
Julia,T02540,Manhattan,30.8
George,T02541,Bronx,48.15
Carlos,T02542,Staten Island,62.2
Bob,T02543,Bronx,74.05
George,T02544,Staten Island,52.7
Julia,T02545,Bronx,27.67
Alice,T02546,Queens,52.35
Diana,T02547,Manhattan,29.78
Ethan,T02548,Bronx,19.5
Ivan,T02549,Staten Island,17.4
Carlos,T02550,Brooklyn,43.14
Ivan,T02551,Staten Island,44.82
Fatima,T02552,Queens,25.95
George,T02553,Staten Island,11.83
Ethan,T02554,Queens,74.85
Fatima,T02555,Queens,42.45
Diana,T02556,Queens,50.21
Alice,T02557,Manhattan,13.72
Bob,T02558,Brooklyn,44.96
Fatima,T02559,Bronx,44.2
Carlos,T02560,Manhattan,48.97
George,T02561,Staten Island,54.66
George,T02562,Staten Island,49.69
Fatima,T02563,Queens,60.5
Ethan,T02564,Manhattan,17.66
Hana,T02565,Queens,12.76
Alice,T02566,Queens,34.64
Ivan,T02567,Staten Island,14.58
Ivan,T02568,Staten Island,74.09
Julia,T02569,Queens,51.24
Bob,T02570,Brooklyn,29.73
Fatima,T02571,Bronx,44.36
Alice,T02572,Manhattan,68.24
Ethan,T02573,Brooklyn,74.34
Ethan,T02574,Manhattan,34.05
Hana,T02575,Bronx,73.21
Alice,T02576,Brooklyn,19.35
Ivan,T02577,Bronx,27.82
Alice,T02578,Staten Island,74.12
Bob,T02579,Queens,10.45
Ivan,T02580,Bronx,37.62
Alice,T02581,Queens,32.95
Hana,T02582,Bronx,9.91
Julia,T02583,Manhattan,9.57
George,T02584,Manhattan,74.4
Ethan,T02585,Bronx,32.96
Ethan,T02586,Manhattan,38.85
Julia,T02587,Queens,20.9
Hana,T02588,Staten Island,36.04
Alice,T02589,Bronx,51.71
Alice,T02590,Staten Island,10.55
Ethan,T02591,Manhattan,31.05
Ethan,T02592,Bronx,20.74
Ivan,T02593,Queens,8.17
Ivan,T02594,Queens,41.06
Ethan,T02595,Brooklyn,57.05
Julia,T02596,Manhattan,45.45
Ivan,T02597,Queens,69.88
Bob,T02598,Bronx,57.84
Carlos,T02599,Brooklyn,73.47
Julia,T02600,Queens,19.97
Alice,T02601,Queens,52.05
Julia,T02602,Bronx,8.75
Julia,T02603,Brooklyn,70.97
Diana,T02604,Manhattan,15.96
Bob,T02605,Staten Island,69.44
Alice,T02606,Manhattan,9.71
Alice,T02607,Manhattan,16.33
Carlos,T02608,Staten Island,63.45
Diana,T02609,Manhattan,35.65
George,T02610,Queens,43.65
Carlos,T02611,Queens,15.99
George,T02612,Queens,61.96
Alice,T02613,Brooklyn,27.75
Hana,T02614,Staten Island,24.39
Carlos,T02615,Manhattan,36.69
Ethan,T02616,Bronx,56.56
Ethan,T02617,Staten Island,58.3
Fatima,T02618,Queens,16.14
Julia,T02619,Manhattan,25.16
Fatima,T02620,Manhattan,59.62
Alice,T02621,Bronx,19.75
George,T02622,Bronx,69.63
Ethan,T02623,Staten Island,46.77
Alice,T02624,Manhattan,28.0
Bob,T02625,Bronx,55.21
George,T02626,Queens,13.79
Alice,T02627,Staten Island,47.8
Ivan,T02628,Staten Island,45.69
Diana,T02629,Brooklyn,47.48
Diana,T02630,Queens,11.96
Alice,T02631,Bronx,56.7
Diana,T02632,Bronx,40.17
Ethan,T02633,Bronx,63.42
Hana,T02634,Manhattan,36.33
Fatima,T02635,Manhattan,31.09
Julia,T02636,Bronx,54.04
Bob,T02637,Queens,12.46
Carlos,T02638,Manhattan,71.96
Ivan,T02639,Brooklyn,23.51
Carlos,T02640,Bronx,33.32
Julia,T02641,Queens,15.34
Fatima,T02642,Bronx,15.2
Alice,T02643,Queens,45.36
Carlos,T02644,Brooklyn,18.65
Ethan,T02645,Staten Island,42.26
Ethan,T02646,Brooklyn,31.43
Alice,T02647,Manhattan,38.62
Diana,T02648,Brooklyn,57.27
Diana,T02649,Staten Island,38.07
George,T02650,Bronx,42.53
Carlos,T02651,Brooklyn,45.02
Julia,T02652,Bronx,39.87
George,T02653,Staten Island,39.69
Ethan,T02654,Staten Island,39.08
Diana,T02655,Manhattan,48.07
George,T02656,Queens,47.99
Hana,T02657,Staten Island,31.11
Julia,T02658,Manhattan,53.98
Bob,T02659,Queens,10.97
Carlos,T02660,Queens,49.84
Alice,T02661,Bronx,14.93
Bob,T02662,Staten Island,8.44
Carlos,T02663,Manhattan,20.94
George,T02664,Bronx,69.75
Fatima,T02665,Bronx,66.02
Bob,T02666,Staten Island,36.01
Ivan,T02667,Brooklyn,63.81
Bob,T02668,Queens,68.99
Fatima,T02669,Manhattan,53.58
George,T02670,Brooklyn,55.59
Alice,T02671,Bronx,36.96
George,T02672,Manhattan,38.24
Ivan,T02673,Bronx,45.87
Ethan,T02674,Queens,48.49
Julia,T02675,Staten Island,73.73
Ethan,T02676,Bronx,20.66
Bob,T02677,Queens,66.54
Diana,T02678,Bronx,36.39
Ivan,T02679,Queens,42.48
Alice,T02680,Staten Island,14.34
Diana,T02681,Manhattan,65.48
Ivan,T02682,Staten Island,27.96
Hana,T02683,Queens,58.93
Hana,T02684,Queens,39.63
Bob,T02685,Bronx,15.78
Fatima,T02686,Manhattan,47.99
Fatima,T02687,Staten Island,9.13
Diana,T02688,Bronx,9.82
Ethan,T02689,Brooklyn,68.55
Hana,T02690,Queens,18.72
Fatima,T02691,Queens,49.4
Hana,T02692,Staten Island,17.54
Ethan,T02693,Manhattan,63.09
Alice,T02694,Bronx,45.75
Alice,T02695,Queens,35.32
Ivan,T02696,Queens,23.98
Carlos,T02697,Manhattan,19.06
Ivan,T02698,Manhattan,9.84
George,T02699,Staten Island,43.73
Hana,T02700,Manhattan,19.87
Ethan,T02701,Staten Island,69.32
Ethan,T02702,Staten Island,47.86
Diana,T02703,Queens,66.69
Carlos,T02704,Staten Island,32.98
Carlos,T02705,Manhattan,21.97
Ethan,T02706,Staten Island,66.37
Hana,T02707,Queens,57.45
Fatima,T02708,Bronx,39.63
Hana,T02709,Staten Island,33.1
Ivan,T02710,Manhattan,62.53
Fatima,T02711,Brooklyn,39.66
Hana,T02712,Queens,25.12
Alice,T02713,Bronx,69.19
Fatima,T02714,Manhattan,33.16
Bob,T02715,Manhattan,67.64
Diana,T02716,Manhattan,39.9
Diana,T02717,Manhattan,45.27
Bob,T02718,Brooklyn,51.53
George,T02719,Queens,37.54
Fatima,T02720,Staten Island,38.09
Fatima,T02721,Brooklyn,20.76
Julia,T02722,Manhattan,40.84
George,T02723,Staten Island,41.29
Fatima,T02724,Staten Island,46.22
George,T02725,Staten Island,41.91
Hana,T02726,Brooklyn,24.52
Alice,T02727,Queens,21.41
Ivan,T02728,Staten Island,15.33
Ivan,T02729,Manhattan,65.39
Fatima,T02730,Staten Island,70.52
Bob,T02731,Brooklyn,60.04
Julia,T02732,Bronx,58.12
Fatima,T02733,Manhattan,33.76
Carlos,T02734,Queens,47.09
Alice,T02735,Staten Island,65.39
Ivan,T02736,Queens,52.5
Bob,T02737,Staten Island,15.51
Ethan,T02738,Staten Island,11.04
Diana,T02739,Brooklyn,67.38
Alice,T02740,Bronx,49.68
Alice,T02741,Brooklyn,42.91
Ethan,T02742,Queens,74.34
Ethan,T02743,Queens,45.44
Julia,T02744,Bronx,23.14
Bob,T02745,Manhattan,53.08
Bob,T02746,Bronx,35.05
Bob,T02747,Bronx,52.67
Julia,T02748,Brooklyn,25.74
Hana,T02749,Queens,69.47
George,T02750,Queens,40.27
Hana,T02751,Brooklyn,35.66
Ivan,T02752,Bronx,14.29
Ivan,T02753,Manhattan,68.64
Bob,T02754,Brooklyn,35.93
George,T02755,Manhattan,25.7
Ethan,T02756,Queens,34.95
Carlos,T02757,Queens,40.21
Ethan,T02758,Queens,60.8
Bob,T02759,Queens,20.38
Bob,T02760,Brooklyn,46.88
Diana,T02761,Manhattan,44.07
Hana,T02762,Queens,50.92
Carlos,T02763,Brooklyn,45.83
Diana,T02764,Bronx,15.42
Fatima,T02765,Brooklyn,58.71
Carlos,T02766,Brooklyn,28.09
Hana,T02767,Manhattan,42.56
Carlos,T02768,Brooklyn,8.04
George,T02769,Staten Island,28.91
Ivan,T02770,Staten Island,15.17
Fatima,T02771,Manhattan,65.37
George,T02772,Bronx,15.4
Ivan,T02773,Queens,17.45
Alice,T02774,Manhattan,50.58
Ivan,T02775,Queens,24.97
Julia,T02776,Staten Island,64.57
Hana,T02777,Queens,24.0
Fatima,T02778,Manhattan,61.59
Carlos,T02779,Staten Island,13.29
Ivan,T02780,Manhattan,21.97
Diana,T02781,Staten Island,26.93
Ethan,T02782,Manhattan,34.93
Ivan,T02783,Queens,35.02
Julia,T02784,Manhattan,49.1
Fatima,T02785,Bronx,8.42
Diana,T02786,Staten Island,33.28
Alice,T02787,Bronx,65.31
Alice,T02788,Queens,36.97
Ethan,T02789,Queens,31.19
Carlos,T02790,Bronx,25.46
Ivan,T02791,Brooklyn,9.64
Fatima,T02792,Staten Island,26.11
Carlos,T02793,Bronx,66.26
Julia,T02794,Manhattan,72.02
George,T02795,Manhattan,66.4
Julia,T02796,Queens,63.7
George,T02797,Bronx,37.9
George,T02798,Bronx,15.77
Alice,T02799,Bronx,37.96
Carlos,T02800,Queens,61.0
Julia,T02801,Manhattan,33.1
George,T02802,Brooklyn,28.67
Alice,T02803,Queens,71.42
Fatima,T02804,Brooklyn,18.8
Ethan,T02805,Bronx,55.72
Hana,T02806,Queens,71.73
Alice,T02807,Brooklyn,33.01
Hana,T02808,Manhattan,57.75
Alice,T02809,Manhattan,11.27
Carlos,T02810,Queens,45.57
Bob,T02811,Manhattan,74.12
Bob,T02812,Queens,65.5
Bob,T02813,Queens,72.61
Alice,T02814,Staten Island,63.26
Diana,T02815,Brooklyn,27.94
Julia,T02816,Bronx,23.54
Ivan,T02817,Staten Island,36.75
Ivan,T02818,Brooklyn,26.22
Bob,T02819,Brooklyn,25.1
Diana,T02820,Bronx,55.75
Carlos,T02821,Staten Island,54.18
Alice,T02822,Staten Island,17.4
Ethan,T02823,Manhattan,33.34
Alice,T02824,Manhattan,40.5
Alice,T02825,Brooklyn,55.09
Alice,T02826,Manhattan,27.08
Fatima,T02827,Staten Island,53.51
Ivan,T02828,Staten Island,47.52
Alice,T02829,Manhattan,54.75
Carlos,T02830,Staten Island,40.0
George,T02831,Queens,10.78
Alice,T02832,Queens,43.61
Alice,T02833,Queens,74.97
Ethan,T02834,Bronx,55.08
Hana,T02835,Bronx,28.28
Ivan,T02836,Staten Island,43.86
Diana,T02837,Queens,36.91
Carlos,T02838,Brooklyn,59.73
Julia,T02839,Staten Island,40.5
Hana,T02840,Bronx,43.52
Bob,T02841,Manhattan,38.12
Julia,T02842,Brooklyn,39.23
Fatima,T02843,Staten Island,60.12
Carlos,T02844,Brooklyn,59.6
Bob,T02845,Queens,49.0
Carlos,T02846,Brooklyn,42.15
Bob,T02847,Brooklyn,37.48
Ivan,T02848,Bronx,61.32
Bob,T02849,Bronx,47.86
Diana,T02850,Queens,19.82
George,T02851,Queens,12.74
Julia,T02852,Queens,72.87
Alice,T02853,Queens,48.9
Bob,T02854,Brooklyn,34.76
Bob,T02855,Bronx,16.21
George,T02856,Bronx,66.19
Julia,T02857,Queens,64.28
Hana,T02858,Brooklyn,66.74
Diana,T02859,Bronx,54.23
Ivan,T02860,Staten Island,69.63
Julia,T02861,Bronx,41.65
Hana,T02862,Bronx,9.2
Alice,T02863,Staten Island,51.7
Julia,T02864,Staten Island,25.73
Diana,T02865,Brooklyn,26.66
Alice,T02866,Queens,14.0
George,T02867,Bronx,42.52
Julia,T02868,Brooklyn,70.23
George,T02869,Bronx,41.73
Carlos,T02870,Manhattan,46.18
Ivan,T02871,Bronx,74.99
Carlos,T02872,Queens,63.04
Julia,T02873,Staten Island,30.8
George,T02874,Manhattan,26.89
Julia,T02875,Queens,48.41
Alice,T02876,Staten Island,16.18
George,T02877,Staten Island,64.9
Carlos,T02878,Brooklyn,19.5
Hana,T02879,Manhattan,70.18
George,T02880,Bronx,28.59
Carlos,T02881,Staten Island,34.77
Alice,T02882,Queens,72.8
George,T02883,Bronx,70.42
Bob,T02884,Manhattan,57.76
Julia,T02885,Manhattan,34.89
George,T02886,Brooklyn,38.86
Alice,T02887,Brooklyn,23.82
Ivan,T02888,Bronx,28.87
George,T02889,Brooklyn,29.85
George,T02890,Brooklyn,36.37
Carlos,T02891,Queens,51.87
Fatima,T02892,Brooklyn,58.74
Ethan,T02893,Brooklyn,26.62
Bob,T02894,Staten Island,59.45
Fatima,T02895,Staten Island,26.78
Fatima,T02896,Bronx,72.63
Diana,T02897,Manhattan,8.04
Julia,T02898,Manhattan,43.77
George,T02899,Queens,17.7
Hana,T02900,Brooklyn,16.48
Diana,T02901,Brooklyn,38.26
Julia,T02902,Manhattan,49.34
Bob,T02903,Brooklyn,22.18
Fatima,T02904,Staten Island,34.76
Fatima,T02905,Bronx,24.31
Ivan,T02906,Queens,72.02
Julia,T02907,Brooklyn,47.07
Julia,T02908,Bronx,15.11
Ivan,T02909,Brooklyn,38.33
Bob,T02910,Staten Island,67.55
Ethan,T02911,Staten Island,51.6
Julia,T02912,Bronx,54.09
Carlos,T02913,Staten Island,23.6
Carlos,T02914,Manhattan,33.95
Diana,T02915,Manhattan,59.19
Ethan,T02916,Bronx,16.14
George,T02917,Queens,52.46
Carlos,T02918,Brooklyn,57.62
George,T02919,Staten Island,29.6
Fatima,T02920,Manhattan,59.69
Carlos,T02921,Bronx,54.27
Alice,T02922,Manhattan,18.89
Julia,T02923,Bronx,37.69
Fatima,T02924,Queens,21.68
George,T02925,Staten Island,54.24
Julia,T02926,Staten Island,23.46
Ethan,T02927,Brooklyn,9.31
Ivan,T02928,Bronx,30.73
Ivan,T02929,Brooklyn,70.5
Hana,T02930,Staten Island,38.5
Alice,T02931,Manhattan,37.78
Julia,T02932,Brooklyn,24.27
Diana,T02933,Queens,61.46
Ivan,T02934,Queens,57.75
Carlos,T02935,Brooklyn,33.29
Diana,T02936,Bronx,8.84
Hana,T02937,Bronx,8.09
Fatima,T02938,Bronx,46.89
Ivan,T02939,Bronx,61.33
Diana,T02940,Manhattan,13.45
Carlos,T02941,Brooklyn,11.37
Alice,T02942,Manhattan,30.59
Fatima,T02943,Brooklyn,8.72
Diana,T02944,Queens,19.3
Hana,T02945,Queens,21.16
George,T02946,Bronx,73.29
Fatima,T02947,Bronx,69.35
Diana,T02948,Staten Island,50.6
Hana,T02949,Queens,44.47
Carlos,T02950,Staten Island,63.69
Alice,T02951,Staten Island,72.19
Julia,T02952,Staten Island,18.21
Hana,T02953,Staten Island,9.09
Bob,T02954,Manhattan,65.73
Bob,T02955,Manhattan,59.81
Hana,T02956,Queens,73.64
Bob,T02957,Brooklyn,48.17
Hana,T02958,Bronx,21.3
Alice,T02959,Bronx,13.19
Julia,T02960,Staten Island,20.55
Hana,T02961,Brooklyn,30.38
Alice,T02962,Bronx,56.49
Julia,T02963,Manhattan,62.74
Diana,T02964,Bronx,65.52
Bob,T02965,Bronx,26.37
Alice,T02966,Queens,18.06
Bob,T02967,Manhattan,24.22
Ethan,T02968,Staten Island,43.67
Ethan,T02969,Bronx,70.8
Carlos,T02970,Manhattan,39.08
Hana,T02971,Manhattan,62.7
Alice,T02972,Staten Island,11.62
Fatima,T02973,Queens,56.86
Fatima,T02974,Brooklyn,38.02
Ivan,T02975,Bronx,36.01
Carlos,T02976,Brooklyn,22.54
George,T02977,Brooklyn,68.02
Julia,T02978,Bronx,41.69
Fatima,T02979,Queens,14.67
Alice,T02980,Brooklyn,50.52
Ivan,T02981,Brooklyn,21.99
Diana,T02982,Queens,64.89
Diana,T02983,Staten Island,73.71
Alice,T02984,Brooklyn,8.29
Hana,T02985,Manhattan,72.71
Alice,T02986,Staten Island,59.17
Alice,T02987,Staten Island,72.1
Julia,T02988,Staten Island,58.61
Alice,T02989,Manhattan,72.81
Bob,T02990,Staten Island,18.57
Julia,T02991,Brooklyn,57.46
Bob,T02992,Manhattan,25.78
Hana,T02993,Staten Island,54.08
George,T02994,Brooklyn,25.69
Ethan,T02995,Brooklyn,11.67
Ethan,T02996,Manhattan,19.99
Carlos,T02997,Bronx,60.17
Diana,T02998,Manhattan,58.05
Ethan,T02999,Staten Island,59.44
Ivan,T03000,Staten Island,38.59
Fatima,T03001,Staten Island,57.31
Hana,T03002,Bronx,39.51
Bob,T03003,Brooklyn,65.85
Alice,T03004,Staten Island,50.42
Diana,T03005,Bronx,73.79
Hana,T03006,Bronx,29.59
Hana,T03007,Bronx,73.43
Fatima,T03008,Manhattan,12.94
Ivan,T03009,Bronx,57.05
Diana,T03010,Staten Island,30.98
Bob,T03011,Manhattan,46.57
Ivan,T03012,Bronx,61.09
Julia,T03013,Queens,68.82
Ivan,T03014,Staten Island,70.45
Ivan,T03015,Queens,74.4
Fatima,T03016,Brooklyn,63.1
Carlos,T03017,Bronx,28.13
Ivan,T03018,Queens,72.69
Ivan,T03019,Staten Island,44.71
Carlos,T03020,Brooklyn,46.55
Carlos,T03021,Bronx,32.31
Alice,T03022,Staten Island,58.73
Julia,T03023,Manhattan,54.61
Hana,T03024,Queens,50.28
Ivan,T03025,Staten Island,54.9
Ethan,T03026,Staten Island,12.38
Julia,T03027,Brooklyn,9.86
Ethan,T03028,Staten Island,46.11
Fatima,T03029,Manhattan,33.86
Carlos,T03030,Staten Island,19.93
Ethan,T03031,Bronx,69.17
Alice,T03032,Manhattan,64.31
George,T03033,Brooklyn,41.73
Ivan,T03034,Manhattan,65.61
Carlos,T03035,Queens,55.7
Carlos,T03036,Manhattan,33.37
Ethan,T03037,Queens,38.78
George,T03038,Bronx,62.06
Diana,T03039,Queens,64.17
Hana,T03040,Bronx,16.57
Bob,T03041,Queens,56.81
Julia,T03042,Queens,54.2
George,T03043,Manhattan,34.51
Bob,T03044,Queens,58.75
Ethan,T03045,Staten Island,61.92
Ethan,T03046,Staten Island,25.4
Ivan,T03047,Staten Island,53.86
Julia,T03048,Queens,9.5
Bob,T03049,Bronx,13.13
Fatima,T03050,Brooklyn,9.28
Carlos,T03051,Bronx,64.03
Bob,T03052,Queens,50.37
Alice,T03053,Queens,42.92
George,T03054,Staten Island,11.85
Fatima,T03055,Brooklyn,37.58
Hana,T03056,Staten Island,39.82
George,T03057,Bronx,16.74
Bob,T03058,Manhattan,71.46
Bob,T03059,Brooklyn,69.03
Alice,T03060,Manhattan,68.07
Hana,T03061,Queens,57.25
Diana,T03062,Queens,43.81
Fatima,T03063,Staten Island,72.42
Alice,T03064,Queens,14.96
Hana,T03065,Brooklyn,19.11
Diana,T03066,Brooklyn,52.28
Alice,T03067,Bronx,41.5
Ivan,T03068,Bronx,47.17
Ivan,T03069,Brooklyn,53.16
Bob,T03070,Staten Island,16.99
Hana,T03071,Bronx,51.54
Bob,T03072,Brooklyn,22.46
Hana,T03073,Manhattan,55.59
Ivan,T03074,Queens,45.53
Alice,T03075,Brooklyn,17.56
Hana,T03076,Staten Island,23.89
Bob,T03077,Brooklyn,58.2
Ethan,T03078,Brooklyn,63.87
Alice,T03079,Bronx,34.74
Diana,T03080,Queens,44.08
Julia,T03081,Bronx,53.9
Alice,T03082,Queens,36.65
Bob,T03083,Queens,13.36
Bob,T03084,Queens,26.78
Ethan,T03085,Queens,25.25
Hana,T03086,Queens,72.02
Ivan,T03087,Brooklyn,29.47
Fatima,T03088,Bronx,43.65
Ethan,T03089,Queens,36.82
Fatima,T03090,Manhattan,62.65
Julia,T03091,Manhattan,59.04
Fatima,T03092,Manhattan,22.43
Fatima,T03093,Brooklyn,10.1
Julia,T03094,Brooklyn,20.39
Diana,T03095,Queens,24.62
Ethan,T03096,Staten Island,62.31
Ivan,T03097,Staten Island,62.86
Alice,T03098,Manhattan,21.38
Hana,T03099,Staten Island,72.98
Fatima,T03100,Queens,30.11
Diana,T03101,Brooklyn,46.31
Fatima,T03102,Manhattan,24.35
Ethan,T03103,Manhattan,45.55
Ivan,T03104,Queens,46.33
Ivan,T03105,Manhattan,32.61
Ivan,T03106,Brooklyn,43.82
Carlos,T03107,Staten Island,12.9
Hana,T03108,Manhattan,65.7
George,T03109,Bronx,26.11
Bob,T03110,Staten Island,59.3
Bob,T03111,Staten Island,11.87
Diana,T03112,Staten Island,46.92
George,T03113,Manhattan,51.14
Ethan,T03114,Queens,61.22
Ivan,T03115,Bronx,41.74
Carlos,T03116,Queens,30.98
Hana,T03117,Queens,11.78
Diana,T03118,Bronx,15.32
Hana,T03119,Bronx,43.01
Diana,T03120,Queens,10.07
Bob,T03121,Bronx,32.0
Ethan,T03122,Brooklyn,63.48
Fatima,T03123,Bronx,10.83
Carlos,T03124,Staten Island,64.33
Julia,T03125,Staten Island,70.19
Carlos,T03126,Staten Island,21.65
Alice,T03127,Manhattan,54.27
Fatima,T03128,Brooklyn,9.63
Alice,T03129,Brooklyn,8.94
Ethan,T03130,Brooklyn,65.71
Julia,T03131,Bronx,51.13
Fatima,T03132,Staten Island,21.53
Ethan,T03133,Brooklyn,35.04
Diana,T03134,Bronx,24.78
Ivan,T03135,Manhattan,30.79
George,T03136,Staten Island,64.78
